0,-72.140337,44.411036
1,-103.662538,41.864268
2,-73.994358,40.404837
3,-116.058946,34.135760
4,-84.181030,39.762593
5,-88.425186,41.356383
6,-85.296147,44.292952
7,-87.629595,41.781896
8,-87.5905914,41.7840790
9,-84.279874,30.461953
10,-123.816413,46.972973
11,-81.977160,36.708863
12,-90.038907,30.479064
13,-83.546357,38.795296
14,-77.234147,39.830597
15,-76.937407,40.273997
16,-155.9236509,19.5257840
17,-74.207478,39.992509
18,-89.801733,35.127452
19,-157.844930,21.287867
20,-82.441514,28.481294
21,-82.3525150,29.7106652
22,-98.481174,29.493258
23,-105.865006,37.467321
24,-123.106097,44.635052
25,-85.235831,40.299191
26,-94.333605,40.247729
27,-75.916118,44.331171
28,-95.375902,45.890762
29,-92.466488,31.294467
30,-87.435983,44.607438
31,-95.400669,37.927427
32,-122.858722,45.480164
33,-120.542201,41.483907
34,-75.225298,40.153501
35,-93.614943,42.025222
36,-84.099043,34.437795
37,-86.717491,36.257792
38,-113.139108,46.099059
39,-122.609181,48.516974
40,-82.652197,34.506898
41,-84.917629,38.076447
42,-87.668602,41.981745
43,-71.143138,42.653616
44,-77.196229,38.832801
45,-94.1238322,45.2636097
46,-89.149850,45.138703
47,-88.094570,42.478128
48,-88.40703,44.26201
49,-71.305831,41.483658
50,-71.309790,41.509894
51,-71.304555,41.509123
52,-73.146078,43.072884
53,-71.431600,41.814767
54,-90.353093,38.453275
55,-81.304341,29.027562
56,-82.073422,33.365531
57,-71.461538,42.260027
58,-123.830150,46.188719
59,-90.667327,35.840771
60,-95.119878,39.560737
61,-82.056622,39.336038
62,-83.380247,33.959088
63,-83.4121317,33.9644564
64,-116.707904,47.944594
65,-71.299235,41.937562
66,-118.260151,34.117828
67,-122.218459,47.298267
68,-76.699995,42.744684
69,-93.7201867,36.9489080
70,-97.741448,30.387094
71,-86.38263,39.765279
72,-72.8604480,41.7897100
73,-104.702384,39.014791
74,-104.701697,39.029861
75,-104.698264,39.013991
76,-86.8176960,39.7622329
77,-92.370763,44.966999
78,-122.384500,47.667512
79,-81.031222,33.300136
80,-68.7716490,44.8039587
81,-120.878152,38.840227
82,-74.221654,39.753903
83,-83.721123,33.993074
84,-107.034736,39.368957
85,-99.536625,42.582541
86,-97.311627,30.111777
87,-88.306027,41.851028
88,-85.221859,39.298852
89,-85.185150,42.320090
90,-95.150682,29.548702
91,-96.747301,40.273594
92,-83.705633,37.591129
93,-94.169203,30.067686
94,-99.827615,40.138332
95,-86.877647,37.407199
96,-93.684710,41.612479
97,-71.525849,42.938268
98,-74.646889,40.662856
99,-76.351011,39.535284
100,-97.630924,39.822988
101,-83.482812,42.201917
102,-122.469657,48.75262
103,-78.053508,42.234077
104,-94.525252,38.808556
105,-94.880609,47.469337
106,-122.161188,38.046215
107,-96.503262,40.680612
108,-94.208458,36.372637
109,-78.227534,39.624722
110,-83.839418,41.715538
111,-70.86243,43.269956
112,-86.951370,33.401130
113,-86.990644,33.373082
114,-90.053468,38.902967
115,-75.056515,38.538397
116,-77.099890,38.986761
117,-75.3784029,40.6098058
118,-118.398746,34.073685
119,-82.935745,39.957135
120,-116.866714,34.260803
121,-93.758167,45.333773
122,-93.747475,45.329205
123,-71.269999,42.557646
124,-75.810113,40.262329
125,-100.796471,46.803081
126,-74.955689,40.982893
127,-79.944435,40.459005
128,-86.5369425,39.1703084
129,-86.539649,39.149906
130,-84.389892,39.251798
131,-84.418747,38.014875
132,-83.892721,40.893082
133,-85.172111,40.743479
134,-76.601326,39.273864
135,-116.444084,43.532957
136,-116.191930,43.607980
137,-84.721563,39.022231
138,-93.879688,42.062726
139,-92.741591,38.955643
140,-79.912646,37.417795
141,-100.4459433,48.8262788
142,-112.117592,46.239153
143,-76.741902,38.978320
144,-82.630489,38.470783
145,-82.712555,38.400138
146,-85.015378,45.216850
147,-95.477537,29.676944
148,-71.004927,42.206437
149,-72.584070,42.849900
150,-72.560166,42.850844
151,-83.348327,37.535327
152,-122.628866,47.574253
153,-74.607976,40.588552
154,-112.015057,41.510773
155,-72.199901,42.122751
156,-71.418920,41.801869
157,-78.799904,38.611375
158,-71.018866,42.082799
159,-82.976997,39.971390
160,-124.244963,42.037301
161,-71.123782,42.342190
162,-94.551136,39.125212
163,-82.449304,28.654639
164,-85.012083,39.412804
165,-75.904648,42.129759
166,-71.400031,41.826418
167,-86.396445,39.844272
168,-91.2746971,45.4551101
169,-69.995923,43.890786
170,-75.317067,40.021168
171,-76.291807,37.041273
172,-68.796497,44.572636
173,-118.3079771,34.1828004
174,-77.263568,38.776991
175,-99.299066,43.185042
176,-73.215415,44.469730
177,-71.677124,41.967496
178,-86.617709,31.830281
179,-112.5364,46.01269
180,-95.269976,29.932940
181,-86.266810,41.657676
182,-87.835998,36.862889
183,-81.678425,28.355644
184,-120.667822,38.191243
185,-120.463811,38.136860
186,-72.016831,44.417224
187,-87.822883,42.769605
188,-122.13255,37.46778
189,-76.499596,38.294524
190,-119.041574,34.216518
191,-121.096629,35.564323
192,-121.819306,37.296867
193,-89.780754,30.275994
194,-120.973615,38.657829
195,-84.392139,38.978010
196,-84.451866,39.028829
197,-84.491761,39.090164
198,-121.954352,37.280232
199,-71.797436,42.256235
200,-82.401032,40.056586
201,-78.388368,43.220102
202,-118.601612,34.203746
203,-83.533591,42.308841
204,-81.374888,40.800650
205,-81.954459,26.564457
206,-89.519952,37.302782
207,-75.5262294,39.1576541
208,-77.030256,38.894748
209,-121.9270394,36.9872756
210,-121.912419,47.648587
211,-82.4614,34.641892
212,-79.077607,35.910781
