0,1018261
1,1018261
3,1018261
0,1009994
3,1009994
0,1000709
1,1000709
2,1000709
3,1000709
4,1000709
0,1019956
0,1009959
2,1009959
4,1009959
0,1004950
0,1019938
1,1019938
2,1019938
3,1019938
4,1019938
0,1021607
4,1021607
0,1018965
4,1018965
0,1009004
1,1009004
3,1009004
4,1009004
0,1019473
1,1019473
3,1019473
4,1019473
0,1010487
3,1010487
4,1010487
0,1019695
0,1021442
4,1021442
0,1019676
1,1019676
3,1019676
4,1019676
0,1019351
1,1019351
3,1019351
4,1019351
0,1019847
1,1019847
3,1019847
0,1008961
4,1008961
0,1019203
1,1019203
2,1019203
3,1019203
4,1019203
0,1012233
1,1012233
2,1012233
3,1012233
0,1005258
3,1005258
4,1005258
0,1008054
0,1008612
1,1008612
3,1008612
4,1008612
0,1018304
0,1004070
4,1004070
0,1021689
1,1021689
3,1021689
4,1021689
0,1019371
1,1019371
2,1019371
3,1019371
4,1019371
0,1021578
0,1000519
1,1000519
0,1019113
3,1019113
0,1021464
1,1021464
3,1021464
4,1021464
0,1021597
1,1021597
3,1021597
0,1019831
3,1019831
4,1019831
0,1019832
3,1019832
4,1019832
0,1012389
1,1012389
3,1012389
4,1012389
0,1020150
1,1020150
3,1020150
4,1020150
0,1021309
1,1021309
3,1021309
0,1011171
1,1011171
2,1011171
3,1011171
4,1011171
0,1003563
0,1019438
4,1019438
0,1012157
4,1012157
0,1005944
1,1005944
3,1005944
4,1005944
0,1019647
1,1019647
2,1019647
3,1019647
4,1019647
0,1020084
3,1020084
0,1003516
1,1003516
2,1003516
3,1003516
4,1003516
0,1020060
1,1020060
3,1020060
4,1020060
0,1019484
0,1019096
4,1019096
0,1018934
1,1018934
3,1018934
0,1019350
0,1000431
1,1000431
2,1000431
4,1000431
0,1021359
2,1021359
4,1021359
0,1021733
1,1021733
2,1021733
3,1021733
4,1021733
0,1021732
1,1021732
2,1021732
3,1021732
4,1021732
0,1019662
0,1019904
1,1019904
2,1019904
3,1019904
4,1019904
0,1019222
0,1019495
4,1019495
0,1020068
4,1020068
0,1009810
1,1009810
2,1009810
3,1009810
4,1009810
0,1021627
1,1021627
2,1021627
4,1021627
0,1001245
1,1001245
2,1001245
4,1001245
0,1002984
3,1002984
4,1002984
0,1005086
1,1005086
3,1005086
4,1005086
0,1018033
4,1018033
0,1018032
4,1018032
0,1021450
4,1021450
0,1018330
2,1018330
3,1018330
0,1021225
1,1021225
2,1021225
3,1021225
4,1021225
0,1019789
1,1019789
3,1019789
4,1019789
0,1021329
0,1000559
0,1021534
1,1021534
4,1021534
0,1019396
1,1019396
4,1019396
0,1019126
1,1019126
2,1019126
3,1019126
4,1019126
0,1021528
4,1021528
0,1021530
4,1021530
0,1021529
4,1021529
0,1019044
1,1019044
2,1019044
3,1019044
0,1019076
0,1021338
1,1021338
2,1021338
3,1021338
4,1021338
0,1021521
0,1012081
1,1012081
2,1012081
4,1012081
0,1021582
1,1021582
0,1001604
4,1001604
0,1020029
0,1003335
4,1003335
0,1019871
0,1000436
4,1000436
0,1021540
4,1021540
0,1021265
0,1021443
1,1021443
3,1021443
4,1021443
0,1019617
0,1019874
0,1020102
1,1020102
0,1018735
0,1019875
0,1020097
2,1020097
3,1020097
0,1021630
1,1021630
2,1021630
3,1021630
4,1021630
0,1019853
0,1019400
0,1010607
1,1010607
2,1010607
3,1010607
0,1011902
3,1011902
0,1021363
0,1008140
1,1008140
3,1008140
4,1008140
0,1002064
1,1002064
2,1002064
3,1002064
4,1002064
0,1011363
0,1001316
1,1001316
0,1001533
1,1001533
4,1001533
0,1018644
0,1021403
1,1021403
3,1021403
4,1021403
0,1005183
3,1005183
4,1005183
0,1019005
0,1021628
4,1021628
0,1019168
3,1019168
4,1019168
0,1019169
3,1019169
4,1019169
0,1019967
0,1021322
0,1010406
1,1010406
2,1010406
0,1012494
1,1012494
3,1012494
4,1012494
0,1020196
1,1020196
3,1020196
4,1020196
0,1019765
1,1019765
3,1019765
4,1019765
0,1005949
1,1005949
2,1005949
3,1005949
4,1005949
0,1019338
4,1019338
0,1019339
4,1019339
0,1019591
1,1019591
3,1019591
4,1019591
0,1021508
0,1011037
4,1011037
0,1012163
4,1012163
0,1011829
1,1011829
2,1011829
3,1011829
4,1011829
0,1018396
1,1018396
3,1018396
4,1018396
0,1018563
4,1018563
0,1019932
0,1020098
1,1020098
3,1020098
0,1019372
3,1019372
0,1019440
0,1018092
1,1018092
3,1018092
0,1018313
4,1018313
0,1018316
4,1018316
0,1020101
1,1020101
0,1006833
1,1006833
2,1006833
3,1006833
4,1006833
0,1019318
0,1019693
0,1018394
0,1001526
0,1019165
1,1019165
0,1020096
1,1020096
3,1020096
0,1020099
1,1020099
3,1020099
0,1019205
1,1019205
3,1019205
4,1019205
0,1021248
4,1021248
0,1018227
1,1018227
2,1018227
3,1018227
4,1018227
0,1002407
1,1002407
3,1002407
4,1002407
0,1011075
4,1011075
0,1020113
3,1020113
0,1018556
1,1018556
3,1018556
4,1018556
0,1019146
0,1018756
4,1018756
0,1005483
1,1005483
2,1005483
3,1005483
4,1005483
0,1019905
1,1019905
2,1019905
3,1019905
4,1019905
0,1019257
4,1019257
0,1019984
2,1019984
3,1019984
4,1019984
0,1019794
0,1019527
1,1019527
2,1019527
3,1019527
4,1019527
0,1021210
1,1021210
3,1021210
4,1021210
0,1021736
4,1021736
0,1018891
3,1018891
4,1018891
0,1021515
0,1021262
1,1021262
3,1021262
4,1021262
0,1019906
1,1019906
2,1019906
3,1019906
4,1019906
0,1019727
1,1019727
3,1019727
4,1019727
0,1017968
1,1017968
3,1017968
0,1008607
4,1008607
0,1021311
1,1021311
3,1021311
0,1019218
0,1008953
1,1008953
2,1008953
4,1008953
0,1000843
1,1000843
3,1000843
4,1000843
0,1019492
0,1021524
0,1019965
4,1019965
0,1021728
2,1021728
3,1021728
4,1021728
0,1002567
3,1002567
0,1001362
1,1001362
3,1001362
4,1001362
0,1021238
0,1021614
4,1021614
0,1020089
1,1020089
3,1020089
0,1004927
0,1019922
1,1019922
2,1019922
3,1019922
4,1019922
0,1019978
1,1019978
4,1019978
0,1018263
4,1018263
0,1019980
1,1019980
2,1019980
3,1019980
0,1020188
1,1020188
4,1020188
0,1018459
1,1018459
0,1019997
1,1019997
2,1019997
3,1019997
0,1020160
1,1020160
2,1020160
3,1020160
4,1020160
0,1020183
1,1020183
0,1002674
3,1002674
4,1002674
0,1021575
1,1021575
3,1021575
4,1021575
0,1020117
1,1020117
3,1020117
0,1020118
1,1020118
3,1020118
0,1020119
1,1020119
3,1020119
0,1020184
1,1020184
4,1020184
0,1009034
2,1009034
3,1009034
0,1019810
1,1019810
3,1019810
4,1019810
0,1021202
1,1021202
3,1021202
4,1021202
0,1012038
1,1012038
4,1012038
0,1019772
1,1019772
3,1019772
4,1019772
0,1021435
1,1021435
3,1021435
4,1021435
0,1021294
4,1021294
0,1021655
0,1011930
1,1011930
3,1011930
4,1011930
0,1018359
0,1008450
1,1008450
0,1006651
1,1006651
3,1006651
4,1006651
0,1019417
3,1019417
0,1021269
1,1021269
3,1021269
4,1021269
0,1008322
0,1021213
1,1021213
2,1021213
3,1021213
4,1021213
0,1020071
1,1020071
3,1020071
0,1020074
1,1020074
3,1020074
0,1012093
0,1021740
0,1008276
1,1008276
3,1008276
4,1008276
0,1019159
0,1021242
0,1012484
1,1012484
3,1012484
4,1012484
0,1019842
0,1021362
0,1018734
0,1021226
1,1021226
2,1021226
3,1021226
4,1021226
0,1019907
1,1019907
2,1019907
3,1019907
4,1019907
0,1019618
1,1019618
3,1019618
4,1019618
0,1020142
1,1020142
2,1020142
4,1020142
0,1020141
1,1020141
2,1020141
3,1020141
4,1020141
0,1020058
1,1020058
2,1020058
3,1020058
4,1020058
0,1020057
1,1020057
2,1020057
3,1020057
4,1020057
0,1020056
1,1020056
2,1020056
3,1020056
4,1020056
0,1019225
0,1021267
2,1021267
4,1021267
0,1021564
4,1021564
0,1018886
1,1018886
3,1018886
4,1018886
0,1017995
0,1021741
1,1021741
2,1021741
3,1021741
0,1011689
0,1005834
1,1005834
2,1005834
3,1005834
4,1005834
0,1019881
0,1004754
2,1004754
4,1004754
0,1008606
0,1021310
1,1021310
3,1021310
0,1020128
1,1020128
2,1020128
3,1020128
4,1020128
0,1020129
1,1020129
2,1020129
3,1020129
4,1020129
0,1020127
1,1020127
2,1020127
3,1020127
4,1020127
0,1001763
3,1001763
4,1001763
0,1019104
4,1019104
0,1008409
1,1008409
0,1021237
4,1021237
0,1004360
0,1021653
0,1019141
4,1019141
0,1005250
3,1005250
4,1005250
0,1021199
1,1021199
2,1021199
3,1021199
4,1021199
0,1019717
3,1019717
0,1004255
4,1004255
0,1017956
2,1017956
3,1017956
4,1017956
0,1017930
1,1017930
3,1017930
4,1017930
0,1000303
0,1021433
0,1021420
1,1021420
2,1021420
3,1021420
4,1021420
0,1006460
3,1006460
0,1005940
1,1005940
2,1005940
3,1005940
4,1005940
0,1005941
1,1005941
2,1005941
3,1005941
4,1005941
0,1019206
1,1019206
2,1019206
3,1019206
4,1019206
0,1005943
1,1005943
2,1005943
3,1005943
4,1005943
0,1002106
1,1002106
2,1002106
4,1002106
0,1019061
4,1019061
0,1000579
2,1000579
3,1000579
0,1019840
1,1019840
3,1019840
4,1019840
0,1021441
3,1021441
0,1019110
4,1019110
0,1019741
0,1019704
4,1019704
0,1018381
1,1018381
3,1018381
0,1019823
4,1019823
0,1019763
1,1019763
3,1019763
4,1019763
0,1000549
3,1000549
4,1000549
0,1002808
0,1019474
1,1019474
3,1019474
0,1018969
1,1018969
4,1018969
0,1019821
1,1019821
3,1019821
4,1019821
0,1020135
1,1020135
3,1020135
4,1020135
0,1020137
1,1020137
3,1020137
4,1020137
0,1021232
1,1021232
3,1021232
4,1021232
0,1001290
1,1001290
2,1001290
4,1001290
0,1000210
4,1000210
0,1009656
4,1009656
0,1018196
1,1018196
0,1019790
3,1019790
4,1019790
0,1010758
0,1019483
1,1019483
2,1019483
3,1019483
0,1019199
3,1019199
4,1019199
0,1020124
1,1020124
2,1020124
3,1020124
4,1020124
0,1011003
4,1011003
0,1021541
1,1021541
4,1021541
0,1019592
0,1019042
3,1019042
0,1012030
1,1012030
2,1012030
3,1012030
4,1012030
0,1021396
1,1021396
0,1006766
1,1006766
2,1006766
3,1006766
4,1006766
0,1018190
1,1018190
3,1018190
0,1021639
1,1021639
3,1021639
4,1021639
0,1012666
0,1008959
4,1008959
0,1021691
1,1021691
3,1021691
4,1021691
0,1018629
1,1018629
2,1018629
3,1018629
4,1018629
0,1010975
3,1010975
4,1010975
0,1004382
1,1004382
2,1004382
3,1004382
4,1004382
0,1018221
