0,1018261
1,1009994
2,1000709
3,1019956
4,1009959
5,1009959
6,1009959
7,1009959
8,1009959
9,1009959
10,1009959
11,1004950
12,1004950
13,1004950
14,1021607
15,1021607
16,1018965
17,1009004
18,1009004
19,1019473
20,1010487
21,1010487
22,1010487
23,1021442
24,1019676
25,1019351
24,1019351
26,1019847
27,1008961
28,1008961
29,1008961
30,1008961
31,1008961
32,1008961
33,1019203
34,1012233
35,1012233
36,1012233
37,1012233
38,1012233
39,1012233
40,1005258
41,1008054
42,1008054
43,1008612
44,1018304
45,1004070
46,1021689
47,1021689
48,1019371
49,1021578
50,1000519
51,1019113
52,1019113
53,1019113
54,1019113
55,1021464
56,1021597
57,1019831
57,1019832
58,1012389
59,1020150
60,1021309
61,1011171
62,1003563
63,1019438
64,1012157
65,1005944
66,1005944
67,1005944
68,1005944
69,1019647
70,1019647
71,1019647
72,1019647
73,1019647
74,1020084
75,1003516
76,1020060
77,1019484
78,1019096
79,1018934
80,1000431
81,1000431
82,1021359
83,1021733
84,1021732
85,1019662
86,1019904
87,1019222
88,1019495
89,1020068
90,1020068
91,1020068
92,1009810
93,1021627
94,1001245
95,1001245
96,1001245
97,1002984
98,1002984
99,1005086
100,1005086
101,1018033
102,1018032
103,1021450
104,1018330
105,1019789
106,1021329
107,1000559
108,1000559
109,1000559
110,1000559
111,1021534
112,1019396
113,1019126
114,1021528
115,1021530
116,1021529
117,1019044
118,1019076
119,1021338
120,1021521
121,1012081
111,1021582
122,1001604
123,1020029
124,1003335
125,1019871
126,1000436
127,1021540
128,1021265
129,1021265
130,1021443
131,1021443
132,1019617
133,1019874
134,1020102
135,1020102
136,1018735
137,1019875
138,1020097
139,1021630
140,1019853
141,1019400
142,1010607
143,1010607
144,1011902
145,1021363
146,1008140
147,1002064
148,1011363
149,1001316
150,1001533
151,1018644
152,1021403
153,1005183
154,1019005
155,1021628
156,1021628
157,1021628
158,1019168
159,1019169
160,1019967
161,1021322
162,1010406
163,1010406
164,1012494
165,1020196
166,1019765
167,1005949
168,1019338
169,1019339
170,1019591
114,1021508
171,1011037
172,1012163
23,1011829
173,1011829
174,1018396
175,1018396
176,1018563
177,1020098
178,1020098
179,1019440
180,1019440
181,1018092
182,1018313
183,1018316
184,1020101
185,1020101
186,1020101
187,1020101
188,1020101
189,1020101
190,1020101
191,1006833
192,1019318
193,1019693
194,1001526
195,1001526
196,1001526
197,1019165
198,1020096
199,1020099
200,1019205
201,1019205
202,1021248
203,1021248
204,1018227
205,1018227
206,1002407
207,1011075
208,1020113
209,1020113
210,1018556
211,1019146
212,1018756
213,1005483
214,1019905
215,1019257
216,1019984
217,1019794
218,1019527
219,1019527
220,1021210
221,1021736
222,1018891
223,1021515
224,1021262
225,1019906
226,1019727
227,1017968
228,1008607
229,1021311
230,1019218
231,1008953
232,1000843
233,1019492
234,1021524
235,1019965
236,1021728
237,1002567
238,1002567
239,1002567
240,1001362
241,1021238
242,1021614
243,1021614
244,1021614
245,1021614
246,1020089
247,1020089
248,1004927
249,1019922
250,1019978
251,1018263
252,1019980
253,1020188
254,1018459
255,1019997
256,1020160
257,1020183
258,1002674
259,1021575
260,1020117
261,1020118
262,1020119
253,1020184
263,1009034
264,1019810
265,1019810
266,1021202
267,1012038
268,1019772
269,1021435
270,1021294
271,1021655
272,1011930
273,1018359
274,1008450
275,1006651
276,1019417
277,1019417
278,1019417
279,1019417
280,1019417
281,1019417
282,1019417
283,1021269
284,1021269
285,1021269
286,1021269
287,1008322
288,1021213
289,1020071
290,1020074
291,1020074
292,1020074
293,1012093
294,1021740
295,1008276
296,1019159
297,1019159
298,1021242
299,1012484
224,1019842
300,1021362
301,1018734
302,1021226
303,1019907
304,1019618
305,1020142
305,1020141
306,1020058
307,1020057
308,1020056
309,1021267
310,1021564
311,1018886
312,1017995
313,1021741
314,1011689
315,1011689
316,1011689
317,1011689
318,1011689
319,1005834
320,1019881
321,1004754
322,1008606
229,1021310
323,1020128
324,1020129
325,1020127
326,1001763
327,1019104
328,1008409
329,1021237
330,1004360
331,1004360
332,1021653
229,1019141
333,1019141
334,1005250
203,1021199
335,1019717
336,1019717
337,1004255
338,1017956
339,1017956
340,1017930
341,1000303
342,1021433
343,1021420
344,1021420
345,1006460
346,1005940
347,1005941
348,1019206
349,1005943
350,1002106
351,1019061
352,1000579
353,1019840
354,1021441
182,1019110
355,1019741
356,1019704
357,1018381
358,1019823
359,1019763
360,1000549
361,1002808
362,1019474
363,1019474
364,1019474
365,1018969
366,1019821
367,1020135
368,1020137
369,1021232
370,1001290
371,1000210
372,1009656
373,1019790
286,1019790
374,1019790
375,1019790
376,1010758
377,1010758
378,1019483
379,1019199
380,1020124
381,1011003
382,1011003
383,1011003
384,1011003
